designation,Payment_Type,level,City,State,Company_Name
Painter,Daily,expert,Jaipur,Rajasthan,Ganesan Ltd
Painter,Daily,expert,Jaipur,Rajasthan,Kulkarni LLC
Painter,Daily,expert,Vadodara,Gujarat,"Goswami, Chandra and Dalal"
Painter,Daily,expert,Kochi,Kerala,Shah LLC
Painter,Daily,expert,Gurugram,Haryana,"Kari, Manda and Kuruvilla"
Labourer,Daily,expert,Patna,Bihar,Lalla and Sons
Painter,Daily,expert,Ghaziabad,Uttar Pradesh,"Shan, Kaul and Baral"
Painter,Daily,expert,Patna,Bihar,Hora Group
Painter,Daily,expert,Bengaluru,Karnataka,Gandhi LLC
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Sood, Randhawa and Divan"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Kalita-Ranganathan
Painter,Daily,expert,Kanpur,Uttar Pradesh,Garde-Goswami
Painter,Daily,expert,Bhopal,Madhya Pradesh,Lal-Suri
Painter,Daily,expert,Kanpur,Uttar Pradesh,Deshmukh LLC
Painter,Daily,expert,Ghaziabad,Uttar Pradesh,Comar-Tella
Painter,Daily,expert,Ghaziabad,Uttar Pradesh,Koshy-Raman
Painter,Daily,expert,Bhopal,Madhya Pradesh,Kalita and Sons
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,Chana-Sem
Painter,Daily,expert,Thane,Maharashtra,Tata LLC
Painter,Daily,expert,Kochi,Kerala,"Krish, Dhar and Chada"
Painter,Daily,expert,Mumbai,Maharashtra,"Keer, Kapur and Dora"
Painter,Daily,expert,Indore,Madhya Pradesh,Kashyap Inc
Painter,Daily,expert,Gurugram,Haryana,"Bhardwaj, Jhaveri and Sha"
Painter,Daily,expert,Thane,Maharashtra,"Goyal, Sani and Sidhu"
Painter,Daily,expert,Gurugram,Haryana,Tella-Sarma
Labourer,Daily,expert,Visakhapatnam,Andhra Pradesh,"Agarwal, Tata and Ghosh"
Painter,Daily,expert,Lucknow,Uttar Pradesh,Sridhar LLC
Labourer,Daily,expert,Visakhapatnam,Andhra Pradesh,Soman-Dhaliwal
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Batra, Hayre and Jha"
Painter,Daily,expert,Bhopal,Madhya Pradesh,Dass-Shah
Labourer,Daily,expert,Ghaziabad,Uttar Pradesh,Raman-Sanghvi
Painter,Daily,expert,Bhopal,Madhya Pradesh,"Thakur, Ganguly and Baral"
Painter,Daily,expert,Bhopal,Madhya Pradesh,Kata-Seth
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,"Wagle, Sachdev and Lalla"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Bahl-Chawla
Painter,Daily,expert,Patna,Bihar,Mannan-Acharya
Painter,Daily,expert,Vadodara,Gujarat,Toor-Kale
Painter,Daily,expert,Patna,Bihar,"Gade, De and Hayer"
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Issac, Mahal and Randhawa"
Painter,Daily,expert,Nagpur,Maharashtra,"Thaman, Loke and Kothari"
Painter,Daily,expert,Ahmedabad,Gujarat,"Ramaswamy, Sahota and Shenoy"
Painter,Daily,expert,Nagpur,Maharashtra,"Kapadia, Tak and Hari"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Sharma Inc
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Grewal, Kar and Wali"
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Gaba, Hari and Rao"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Bava Ltd
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Shukla, Balasubramanian and Ray"
Painter,Daily,expert,Nagpur,Maharashtra,"Dalal, Dar and Krishnan"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Krishna-Agrawal
Painter,Daily,expert,Kochi,Kerala,"Chadha, Kurian and Behl"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Rajan Ltd
Painter,Daily,expert,Lucknow,Uttar Pradesh,Bumb-Sanghvi
Painter,Daily,expert,Surat,Gujarat,"Mane, Korpal and Das"
Factory Worker,Daily,expert,Visakhapatnam,Andhra Pradesh,Khosla-Bal
Painter,Daily,expert,Jaipur,Rajasthan,"Bhattacharyya, Ram and Raval"
Painter,Daily,expert,Kochi,Kerala,"Sule, Dara and Luthra"
Painter,Daily,expert,Lucknow,Uttar Pradesh,Kunda Inc
Painter,Daily,expert,Lucknow,Uttar Pradesh,Kar Inc
Painter,Daily,expert,Kanpur,Uttar Pradesh,Sheth-Vig
Painter,Daily,expert,Kanpur,Uttar Pradesh,Bhakta and Sons
Painter,Daily,expert,Patna,Bihar,Gour Ltd
Painter,Daily,expert,Thane,Maharashtra,Sarma-Ravel
Painter,Daily,expert,Delhi,Delhi,Dey-Tandon
Labourer,Daily,expert,Visakhapatnam,Andhra Pradesh,"Dutt, Dhawan and Bakshi"
Painter,Daily,expert,Kochi,Kerala,"Soman, Suresh and Borde"
Labourer,Daily,expert,Visakhapatnam,Andhra Pradesh,Bava-Dani
Painter,Daily,expert,Kochi,Kerala,"Bhardwaj, Chandra and Dar"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Chakraborty-Singhal
Painter,Daily,expert,Nagpur,Maharashtra,Bhargava LLC
Painter,Daily,expert,Delhi,Delhi,Raja Group
Painter,Daily,expert,Bhopal,Madhya Pradesh,Shan-Bandi
Painter,Daily,expert,Lucknow,Uttar Pradesh,Master-Butala
Painter,Daily,expert,Patna,Bihar,Randhawa-Gupta
Painter,Daily,expert,Patna,Bihar,"Sem, Anand and Jani"
Painter,Daily,expert,Kanpur,Uttar Pradesh,De and Sons
Painter,Daily,expert,Kanpur,Uttar Pradesh,Srivastava Ltd
Painter,Daily,expert,Patna,Bihar,"Srinivas, Sehgal and Balan"
Painter,Daily,expert,Patna,Bihar,Shroff Inc
Painter,Daily,expert,Indore,Madhya Pradesh,Ahuja PLC
Painter,Daily,expert,Kanpur,Uttar Pradesh,Madan LLC
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Keer, Soni and Sawhney"
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,Sarin-Srivastava
Painter,Daily,expert,Ghaziabad,Uttar Pradesh,Tripathi-Mallick
Painter,Daily,expert,Nagpur,Maharashtra,"Bhasin, Bhardwaj and Sule"
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,Jhaveri PLC
Painter,Daily,expert,Lucknow,Uttar Pradesh,Dara-Soman
Painter,Daily,expert,Kolkata,West Bengal,"Goda, Raval and Sidhu"
Painter,Daily,expert,Visakhapatnam,Andhra Pradesh,Barad PLC
Painter,Daily,expert,Nagpur,Maharashtra,Bobal-Hora
Painter,Daily,expert,Patna,Bihar,"Shenoy, Sem and Dyal"
Labourer,Daily,expert,Kochi,Kerala,"Wason, Rajagopalan and Kunda"
Painter,Daily,expert,Vadodara,Gujarat,Edwin and Sons
Painter,Daily,expert,Patna,Bihar,"Ravel, Taneja and Shroff"
Painter,Daily,expert,Jaipur,Rajasthan,"Bajaj, Zachariah and Garde"
Painter,Daily,expert,Thane,Maharashtra,Gour Ltd
Painter,Daily,expert,Patna,Bihar,Kar Inc
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Bhargava, Sura and Dara"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Lall LLC
Painter,Daily,expert,Lucknow,Uttar Pradesh,Chawla-Thakur
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Batra, Bhatia and Dey"
Painter,Daily,expert,Ahmedabad,Gujarat,Mani-Kaur
Painter,Daily,expert,Patna,Bihar,"Viswanathan, Viswanathan and Chana"
Painter,Daily,expert,Gurugram,Haryana,D’Alia PLC
Painter,Daily,expert,Jaipur,Rajasthan,Sheth Group
Painter,Daily,expert,Indore,Madhya Pradesh,"Comar, Kuruvilla and Sandhu"
Painter,Daily,expert,Lucknow,Uttar Pradesh,Chaudry-Sandal
Labourer,Daily,expert,Patna,Bihar,"Randhawa, Ganesan and Dutt"
Painter,Daily,expert,Kanpur,Uttar Pradesh,Chauhan-Choudhary
Painter,Daily,expert,Kanpur,Uttar Pradesh,Ratti-Kurian
Painter,Daily,expert,Patna,Bihar,Bose-Gara
Painter,Daily,beginner,Pune,Maharashtra,"Salvi, Dada and Deshpande"
Painter,Daily,novice,Chennai,Tamil Nadu,"Seshadri, Saran and Khatri"
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Ganguly, Mallick and Deep"
Painter,Daily,expert,Lucknow,Uttar Pradesh,Keer PLC
Painter,Daily,expert,Patna,Bihar,Bhavsar and Sons
Painter,Daily,expert,Kochi,Kerala,Walla-Chacko
Painter,Daily,expert,Lucknow,Uttar Pradesh,Char-Walla
Painter,Daily,expert,Kochi,Kerala,"Suri, Seth and Vala"
Painter,Daily,expert,Lucknow,Uttar Pradesh,Shetty PLC
Labourer,Daily,expert,Kanpur,Uttar Pradesh,Doctor-Kamdar
Painter,Daily,expert,Lucknow,Uttar Pradesh,"Chaudhary, Wadhwa and Kale"
Labourer,Daily,expert,Kanpur,Uttar Pradesh,Chander-Kamdar
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Bassi, Gill and Edwin"
Painter,Daily,beginner,Hyderabad,Telangana,"Rana, Samra and Krishna"
Painter,Daily,beginner,Hyderabad,Telangana,Ghosh-Toor
Painter,Daily,beginner,Pune,Maharashtra,Andra-Buch
Painter,,beginner,Bengaluru,Karnataka,Vig-Lata
Painter,Daily,novice,Hyderabad,Telangana,Balan LLC
Brick Layer,Daily,beginner,Ghaziabad,Uttar Pradesh,Varghese Group
Painter,Daily,expert,Kanpur,Uttar Pradesh,Korpal-Bains
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Bhandari-Bumb
Brick Layer,Daily,expert,New Delhi,Delhi,Chakrabarti-Ravel
Painter,Daily,beginner,Bhopal,Madhya Pradesh,"Agrawal, Malhotra and Sampath"
Painter,Daily,novice,Mumbai,Maharashtra,Chakrabarti-Mandal
Painter,Daily,novice,Gurgaon,Haryana,"Bhavsar, Kaur and Wali"
Painter,Daily,expert,Chennai,Tamil Nadu,"Barad, Kapur and Swamy"
Painter,Daily,beginner,Bengaluru,Karnataka,"Tata, Majumdar and Dara"
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Sathe, Thakur and Bhargava"
Painter,Daily,beginner,Bengaluru,Karnataka,Rout-Agrawal
Labourer,Daily,beginner,Pune,Maharashtra,Saini-Dey
Painter,Daily,beginner,Ahmedabad,Gujarat,Viswanathan Inc
Painter,Daily,beginner,Ahmedabad,Gujarat,"Upadhyay, Kari and Shan"
Painter,,beginner,Hyderabad,Telangana,Chandran Group
Painter,Daily,beginner,Ahmedabad,Gujarat,"Yadav, Agarwal and Sagar"
Painter,Daily,novice,Bengaluru,Karnataka,Gour-Sheth
Painter,Daily,novice,Bengaluru,Karnataka,Sanghvi LLC
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Kala Inc
Painter,Daily,beginner,Chennai,Tamil Nadu,"Divan, Chaudhry and Lad"
Painter,Daily,beginner,New Delhi,Delhi,"Kumer, Kota and Chandra"
Painter,Daily,expert,Delhi,Delhi,Hans and Sons
Painter,Daily,expert,Patna,Bihar,"Mandal, Lal and Raj"
Brick Layer,Daily,beginner,Ahmedabad,Gujarat,Dass-Dhillon
Painter,Daily,expert,Gurugram,Haryana,Yogi and Sons
Painter,Daily,beginner,Chennai,Tamil Nadu,Boase-Sagar
Painter,Daily,expert,Pune,Maharashtra,Kaur-Khanna
Painter,Daily,novice,Gurugram,Haryana,Soni-Sharma
Painter,Daily,expert,Kanpur,Uttar Pradesh,"Bhasin, Khanna and Shan"
Painter,Daily,beginner,Gurugram,Haryana,"Kamdar, Sampath and Sen"
Painter,,beginner,Bengaluru,Karnataka,Wason-Sandhu
Painter,Daily,beginner,Gurgaon,Haryana,Guha-Keer
Factory Worker,Daily,expert,Gurugram,Haryana,Sarkar-Rattan
Labourer,Daily,expert,Bengaluru,Karnataka,Dugar-Bath
Painter,Daily,expert,Chennai,Tamil Nadu,Kapoor Ltd
Labourer,Daily,expert,Kanpur,Uttar Pradesh,"Gopal, Dora and Rajagopalan"
Painter,Daily,beginner,Bengaluru,Karnataka,"Rout, Gera and Anand"
Painter,Daily,expert,Greater Bengaluru Area,Karnataka,Dani-Apte
Painter,Daily,novice,Hyderabad,Telangana,Solanki-Saran
Painter,Daily,expert,Bengaluru,Karnataka,"Chana, Shanker and Reddy"
Painter,Daily,expert,Bengaluru,Karnataka,"Tailor, Dash and Singh"
Painter,Daily,expert,Gurugram,Haryana,"Mangal, Zachariah and Sami"
Painter,Daily,beginner,Vadodara,Gujarat,Khare PLC
Painter,Daily,expert,Bengaluru,Karnataka,Gokhale Inc
Brick Layer,Daily,expert,Gurugram,Haryana,"Ram, De and Malhotra"
Painter,Daily,expert,Greater Bengaluru Area,Karnataka,"Tiwari, Bhasin and Krish"
Painter,Daily,expert,Chennai,Tamil Nadu,Garde-Jain
Painter,Daily,expert,Patna,Bihar,Deep-Ravi
Brick Layer,Daily,expert,Bengaluru,Karnataka,Bhasin Inc
Painter,Daily,beginner,Bengaluru,Karnataka,Chaudhary-Srivastava
Painter,Daily,expert,Gurgaon,Haryana,Gandhi-Koshy
Painter,Daily,beginner,Delhi,Delhi,Tiwari-Thakur
Painter,Daily,expert,New Delhi,Delhi,Bajwa-Setty
Painter,Daily,beginner,Gurugram,Haryana,Sane-Batra
Painter,Daily,novice,Chennai,Tamil Nadu,"Viswanathan, Chandran and Manda"
Painter,Daily,expert,Mumbai,Maharashtra,"Chad, Luthra and Mannan"
Painter,Daily,expert,Kochi,Kerala,"Kapoor, Aurora and Gola"
Painter,Daily,expert,Jammu,Jammu and Kashmir,Sachdeva PLC
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Rao-Arya
Factory Worker,Daily,expert,Gurugram,Haryana,"Chahal, Loyal and Lata"
Factory Worker,Daily,beginner,Jalandhar,Punjab,"Johal, Chad and Upadhyay"
Brick Layer,Daily,expert,New Delhi,Delhi,Sandhu-Batra
Painter,Daily,beginner,Bengaluru,Karnataka,Lata Group
Brick Layer,Daily,expert,Bengaluru,Karnataka,Sundaram LLC
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Acharya PLC
Painter,Daily,novice,Greater Bengaluru Area,Karnataka,"Bhagat, Gala and Loke"
Labourer,Daily,beginner,Chennai,Tamil Nadu,"Ghosh, Magar and Garde"
Brick Layer,Daily,expert,Ahmedabad,Gujarat,"Verma, Gill and Bhatt"
Painter,Daily,beginner,Bengaluru,Karnataka,Sant LLC
Labourer,Daily,expert,Bengaluru,Karnataka,Chowdhury PLC
Labourer,Daily,expert,Greater Ahmedabad Area,Gujarat,"Ramesh, Devi and Konda"
Labourer,Daily,expert,Bengaluru,Karnataka,"Mangal, Anne and Vora"
Labourer,Daily,expert,Greater Chennai Area,Tamil Nadu,Wadhwa-Chakraborty
Painter,Daily,expert,Gurugram,Haryana,Kota-Soni
Painter,Daily,beginner,Chennai,Tamil Nadu,"Sagar, Shetty and Shan"
Painter,Daily,expert,Mumbai,Maharashtra,Kunda-Arya
Brick Layer,Daily,expert,Bengaluru,Karnataka,Kadakia-Tak
Painter,Daily,expert,Chennai,Tamil Nadu,"Bali, Cherian and Keer"
Painter,Daily,beginner,Pune,Maharashtra,"Barad, Gara and Doctor"
Painter,Daily,expert,Gurugram,Haryana,Garg-Vora
Labourer,Daily,expert,Mumbai,Maharashtra,"Agate, Lall and Chaudhari"
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Choudhry-Gola
Painter,Daily,expert,Bengaluru,Karnataka,Ravel LLC
Painter,Daily,expert,Ghaziabad,Uttar Pradesh,Dhillon-Chaudhari
Brick Layer,Daily,expert,Hyderabad,Telangana,Bose PLC
Labourer,Daily,expert,Hyderabad,Telangana,"Warrior, Sachar and Ratta"
Painter,Daily,expert,Bengaluru,Karnataka,Bhavsar PLC
Labourer,Daily,expert,Pune,Maharashtra,Toor PLC
Painter,Daily,expert,Coimbatore,Tamil Nadu,"Kannan, Karpe and Kamdar"
Painter,Daily,beginner,Bangalore Urban,Karnataka,Gera-Dewan
Factory Worker,Daily,novice,Bengaluru,Karnataka,"Chaudhry, Varma and Sharma"
Brick Layer,Daily,expert,Coimbatore,Tamil Nadu,"Balay, Keer and Dutta"
Painter,Daily,expert,Patna,Bihar,Magar-Hari
Painter,Daily,beginner,Hyderabad,Telangana,"Banik, Ranganathan and Solanki"
Painter,Daily,beginner,Bengaluru,Karnataka,Joshi Ltd
Painter,Daily,beginner,Mumbai,Maharashtra,Aurora-Kala
Painter,Daily,beginner,New Delhi,Delhi,Lad PLC
Painter,Daily,beginner,Hyderabad,Telangana,"Aggarwal, Varkey and Loyal"
Painter,Daily,expert,Bengaluru,Karnataka,"Mann, Sidhu and Wason"
Labourer,Daily,expert,Bangalore Urban,Karnataka,Gopal LLC
Brick Layer,Daily,beginner,New Delhi,Delhi,Bandi-Bhandari
Painter,Daily,novice,Greater Bengaluru Area,Karnataka,Ben-Bansal
Factory Worker,Daily,beginner,Ahmedabad,Gujarat,"Mann, Ghose and Sankar"
Painter,Daily,beginner,Gurugram,Haryana,Sampath Group
Painter,Daily,expert,Patna,Bihar,Saha and Sons
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Magar-Datta
Painter,Daily,expert,Gurugram,Haryana,Varghese Group
Brick Layer,Daily,expert,Gurugram,Haryana,"Badal, Yadav and Deol"
Painter,Daily,beginner,Pune,Maharashtra,Agarwal Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Konda Group
Factory Worker,Daily,beginner,Pollachi,Tamil Nadu,"Chandra, Gole and Borra"
Painter,Daily,expert,Bengaluru,Karnataka,Yogi and Sons
Painter,Daily,expert,Greater Bengaluru Area,Karnataka,Bali LLC
Factory Worker,Bi-Weekly,beginner,Chennai,Tamil Nadu,Barman Group
Painter,Daily,expert,Jaipur,Rajasthan,Warrior Inc
Labourer,Daily,beginner,Bengaluru,Karnataka,Goel Inc
Painter,Daily,beginner,Mumbai,Maharashtra,"Reddy, Kamdar and Upadhyay"
Painter,Daily,beginner,Surat,Gujarat,Bali Inc
Painter,Daily,beginner,Hyderabad,Telangana,Ramaswamy and Sons
Painter,Daily,expert,Chennai,Tamil Nadu,"Virk, Mane and Thakkar"
Brick Layer,Daily,expert,Pune,Maharashtra,Sarin and Sons
Brick Layer,Daily,expert,Faridabad,Haryana,Atwal-Choudhury
Painter,Daily,expert,Bengaluru,Karnataka,Kala-Viswanathan
Brick Layer,Daily,expert,Chennai,Tamil Nadu,Kale Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Dyal Inc
Painter,Daily,expert,Indore,Madhya Pradesh,Grewal PLC
Painter,Daily,beginner,Dehradun,Uttarakhand,"Sen, Dalal and Savant"
Painter,Daily,expert,Bangalore Urban,Karnataka,"Kar, Raju and Lad"
Painter,Daily,expert,Bengaluru,Karnataka,Loyal-Bajaj
Brick Layer,Daily,expert,Delhi,Delhi,Chandran-Kade
Painter,Daily,expert,Bengaluru,Karnataka,Kala Group
Labourer,Daily,expert,Bengaluru,Karnataka,Karpe-Chatterjee
Painter,Daily,expert,Bangalore Urban,Karnataka,Joshi Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Solanki-Thakkar
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,"Varughese, Raman and Chahal"
Factory Worker,Daily,beginner,Jaipur,Rajasthan,"Yogi, Halder and Ram"
Painter,Daily,beginner,Mumbai Metropolitan Region,Maharashtra,Bora-Varkey
Labourer,Daily,beginner,Bengaluru,Karnataka,Sood Ltd
Painter,Daily,expert,Ahmedabad,Gujarat,"D’Alia, Tata and Boase"
Painter,Daily,beginner,Navi Mumbai,Maharashtra,"Chadha, Deshmukh and Jayaraman"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Deol-Samra
Painter,Daily,beginner,Bengaluru,Karnataka,"Borah, Saxena and Vig"
Brick Layer,Daily,expert,Bengaluru,Karnataka,"Jayaraman, Chanda and Chacko"
Painter,Daily,expert,Gurugram,Haryana,Uppal PLC
Brick Layer,Daily,beginner,Mangalagiri,Andhra Pradesh,Thakkar LLC
Painter,Daily,beginner,Vadodara,Gujarat,Goda Ltd
Painter,Daily,expert,Gurgaon,Haryana,"Maharaj, Bhagat and Dubey"
Factory Worker,Daily,beginner,Bengaluru,Karnataka,Kant-Sahota
Factory Worker,Daily,beginner,Varanasi,Uttar Pradesh,Sandhu-Balay
Painter,Daily,expert,Chennai,Tamil Nadu,Dave Inc
Painter,Daily,expert,Gurugram,Haryana,"Kapadia, Chada and Dewan"
Factory Worker,Daily,expert,Gurugram,Haryana,Mander-Doctor
Painter,Daily,expert,Patna,Bihar,Devan-Ramakrishnan
Painter,Daily,expert,Delhi,Delhi,Wason Group
Painter,Daily,beginner,Gurugram,Haryana,"Dey, Lall and Kalita"
Painter,Daily,expert,Chennai,Tamil Nadu,Cheema PLC
Labourer,Daily,expert,Bangalore Urban,Karnataka,Bhatti and Sons
Painter,Daily,beginner,Mumbai,Maharashtra,Bahri and Sons
Factory Worker,Daily,beginner,Bengaluru,Karnataka,Chandra-Chhabra
Painter,Daily,expert,Bengaluru,Karnataka,Solanki Inc
Painter,Daily,expert,Bengaluru,Karnataka,"Krish, Ravi and Baral"
Painter,Daily,expert,Bengaluru,Karnataka,Trivedi-Dora
Painter,Daily,expert,Surat,Gujarat,Lad-Chaudry
Painter,Daily,expert,Bengaluru,Karnataka,Bala-Khanna
Painter,Daily,beginner,Bengaluru,Karnataka,"Rama, Chander and Arora"
Painter,Daily,beginner,Chennai,Tamil Nadu,"Hayre, Sinha and Dixit"
Painter,Daily,expert,Bengaluru,Karnataka,Sharma-Vig
Labourer,Daily,beginner,Bengaluru,Karnataka,Rattan Ltd
Painter,Daily,novice,Chennai,Tamil Nadu,Brar Inc
Painter,Daily,expert,Patna,Bihar,Gopal-Sundaram
Labourer,Daily,expert,Gurugram,Haryana,Char-Ratti
Painter,Daily,novice,Greater Bengaluru Area,Karnataka,"Guha, Batta and Raja"
Brick Layer,Daily,expert,Hyderabad,Telangana,"Bath, Kara and Buch"
Painter,Daily,expert,Gurugram,Haryana,De and Sons
Painter,Daily,expert,Delhi,Delhi,Talwar-Khare
Painter,Daily,beginner,Bengaluru,Karnataka,Anne LLC
Painter,Daily,expert,Hyderabad,Telangana,"Sant, Uppal and Bal"
Painter,Daily,expert,Gurugram,Haryana,Seth-Ratta
Painter,Daily,expert,Gurugram,Haryana,Varkey Inc
Painter,Daily,novice,Mumbai,Maharashtra,"Kar, Arya and Dugar"
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,"Sathe, Babu and Vala"
Painter,Daily,expert,Hyderabad,Telangana,Loke and Sons
Painter,Daily,beginner,New Delhi,Delhi,Sen-Kanda
Painter,Daily,expert,Bengaluru,Karnataka,"Gupta, Das and Kar"
Painter,Daily,expert,Pune,Maharashtra,Saxena Group
Painter,Daily,expert,Hyderabad,Telangana,Gade PLC
Painter,Daily,expert,Bengaluru,Karnataka,"Sem, Bal and Keer"
Painter,Daily,expert,Chennai,Tamil Nadu,Varty-Arya
Painter,Daily,expert,Hyderabad,Telangana,Gupta Ltd
Painter,Daily,expert,Greater Hyderabad Area,Telangana,Vasa-Kurian
Factory Worker,Daily,beginner,Bengaluru,Karnataka,Khatri-Sethi
Painter,Daily,beginner,Bengaluru,Karnataka,Kari PLC
Painter,Daily,expert,Bengaluru,Karnataka,Bhatt Ltd
Brick Layer,Daily,expert,Bengaluru,Karnataka,Singh Inc
Painter,Daily,beginner,Mumbai,Maharashtra,"Varty, Brar and Tandon"
Painter,Daily,expert,Delhi,Delhi,Baral LLC
Labourer,Daily,expert,Noida,Uttar Pradesh,Mandal-Dar
Painter,Daily,expert,Delhi,Delhi,Chaudhry-Sekhon
Painter,Daily,expert,Gurugram,Haryana,Anne PLC
Painter,Daily,novice,Greater Bengaluru Area,Karnataka,Krishnan-Kala
Painter,Daily,expert,Hyderabad,Telangana,"Ravel, Kohli and Ganesh"
Painter,Daily,novice,Bengaluru,Karnataka,"Wagle, Dara and Chauhan"
Brick Layer,Daily,expert,Nagpur,Maharashtra,Kakar LLC
Brick Layer,Daily,expert,Pune,Maharashtra,Chaudhry-Ray
Painter,Daily,beginner,Mumbai,Maharashtra,Chandra-De
Painter,Daily,beginner,Bangalore Urban,Karnataka,"Kota, Goda and Saha"
Painter,Daily,expert,Chennai,Tamil Nadu,Suresh-Dubey
Painter,Daily,expert,Bengaluru,Karnataka,Choudhary PLC
Painter,Daily,beginner,Mumbai,Maharashtra,Bhatia-Rastogi
Painter,Daily,expert,Bengaluru,Karnataka,Chanda-Kulkarni
Brick Layer,Daily,expert,Thane,Maharashtra,Chowdhury Group
Painter,Daily,beginner,Vishakhapatnam,Andhra Pradesh,"Kuruvilla, Sarin and Ratta"
Painter,Bi-Weekly,expert,Hyderabad,Telangana,"Chandran, Som and Zacharia"
Painter,Daily,beginner,Mumbai,Maharashtra,Gaba-Chakrabarti
Brick Layer,Daily,expert,Mumbai,Maharashtra,Acharya-Sawhney
Painter,Daily,expert,Bengaluru,Karnataka,Kibe-Bains
Painter,Daily,expert,Gurugram,Haryana,Batta-Virk
Painter,Daily,expert,Bengaluru,Karnataka,"Chakraborty, Bhatt and Tank"
Painter,Daily,expert,Bengaluru,Karnataka,"Luthra, Bains and Bedi"
Painter,Daily,expert,Kochi,Kerala,"Iyer, Bhagat and Dhar"
Painter,Daily,expert,Chennai,Tamil Nadu,"Mani, Toor and Kumer"
Brick Layer,Daily,beginner,Hyderabad,Telangana,Rattan-Ahluwalia
Painter,Daily,expert,Bengaluru,Karnataka,Dugar-Thakur
Painter,Daily,expert,Gurugram,Haryana,Ranganathan-Dey
Painter,Daily,expert,Mumbai,Maharashtra,Kothari Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,"Cherian, Subramaniam and Sant"
Painter,Daily,expert,Hyderabad,Telangana,Chacko-Choudhury
Labourer,Monthly,beginner,Bengaluru,Karnataka,Arora Inc
Painter,Daily,beginner,Vishakhapatnam,Andhra Pradesh,"Lall, Das and Vig"
Painter,Daily,expert,Pune,Maharashtra,Tella-Agrawal
Painter,Daily,expert,Gurugram,Haryana,Kumar Inc
Painter,Daily,expert,Ghaziabad,Uttar Pradesh,Rattan Group
Labourer,Daily,expert,Gurugram,Haryana,"Reddy, Chawla and Kibe"
Painter,Daily,expert,Pune,Maharashtra,Chander and Sons
Brick Layer,Daily,expert,Jamshedpur,Jharkhand,"Rau, Chadha and Dua"
Painter,Daily,beginner,Bengaluru,Karnataka,Kibe-Shanker
Painter,Daily,expert,Bengaluru,Karnataka,Lata and Sons
Labourer,Daily,expert,Pune,Maharashtra,"Balan, Loyal and Chandra"
Painter,Daily,expert,Chennai,Tamil Nadu,Kaul Inc
Labourer,Daily,expert,Gurugram,Haryana,Hegde-Sarkar
Painter,Daily,beginner,New Delhi,Delhi,Thakur-Rege
Painter,Daily,expert,Mumbai,Maharashtra,"Chadha, Chandran and Batta"
Painter,Daily,beginner,Bengaluru,Karnataka,Bakshi-Rama
Factory Worker,Daily,expert,Bengaluru,Karnataka,Issac-Bansal
Painter,Daily,expert,Bengaluru,Karnataka,Wali LLC
Painter,Daily,beginner,Visakhapatnam,Andhra Pradesh,Dhawan-Issac
Painter,Daily,novice,Mumbai,Maharashtra,Sarna-Bir
Painter,Daily,expert,Delhi,Delhi,"Dar, Dasgupta and Bhatia"
Brick Layer,Daily,expert,Noida,Uttar Pradesh,Wason Group
Painter,Daily,beginner,Vishakhapatnam,Andhra Pradesh,Chhabra-Hora
Brick Layer,Daily,expert,Bhubaneswar,Odisha,"Singhal, Thaker and Lanka"
Painter,Daily,beginner,Bengaluru,Karnataka,Comar-Ganesan
